Id,Season,Week,Neutral_Site,Conference_Game,Attendance,Venue_Id,Home_Id,Home_Team,Home_Conference,Home_Division,Home_Points,Home_1_Q_P,Home_2_Q_P,Home_3_Q_P,Home_4_Q_P,Away_Id,Away_Team,Away_Conference,Away_Division,Away_Points,Away_1_Q_P,Away_2_Q_P,Away_3_Q_P,Away_4_Q_P
401532586,2023,5,FALSE,TRUE,,6501,2439,UNLV,Mountain West,fbs,44,7,13,7,17,62,Hawai'i,Mountain West,fbs,20,0,3,10,7
401520288,2023,5,FALSE,TRUE,,3974,145,Ole Miss,SEC,fbs,55,21,10,3,21,99,LSU,SEC,fbs,49,7,21,14,7
401524024,2023,5,FALSE,TRUE,,3940,24,Stanford,Pac-12,fbs,6,3,3,0,0,2483,Oregon,Pac-12,fbs,42,0,14,21,7
401531878,2023,5,FALSE,TRUE,,3608,290,Georgia Southern,Sun Belt,fbs,38,0,21,17,0,324,Coastal Carolina,Sun Belt,fbs,28,7,7,7,7
401532585,2023,5,FALSE,FALSE,,5388,36,Colorado State,Mountain West,fbs,41,14,7,6,14,3101,Utah Tech,UAC,fcs,20,3,14,3,0
401531883,2023,5,FALSE,TRUE,,3815,2572,Southern Mississippi,Sun Belt,fbs,36,3,7,6,20,326,Texas State,Sun Belt,fbs,50,28,14,0,8
401525852,2023,5,FALSE,TRUE,,3835,201,Oklahoma,Big 12,fbs,50,21,19,7,3,66,Iowa State,Big 12,fbs,20,10,10,0,0
401531414,2023,5,FALSE,TRUE,,3895,242,Rice,American Athletic,fbs,24,3,7,7,7,151,East Carolina,American Athletic,fbs,17,3,6,0,8
401531436,2023,5,FALSE,FALSE,,3825,249,North Texas,American Athletic,fbs,45,24,7,14,0,2000,Abilene Christian,UAC,fcs,31,7,10,7,7
401531879,2023,5,FALSE,TRUE,,4246,2247,Georgia State,Sun Belt,fbs,7,0,7,0,0,2653,Troy,Sun Belt,fbs,28,3,3,15,7
401531404,2023,5,FALSE,TRUE,,3735,2567,SMU,American Athletic,fbs,34,14,3,10,7,2429,Charlotte,American Athletic,fbs,16,0,3,6,7
401525438,2023,5,FALSE,FALSE,,3982,150,Duke,ACC,fbs,14,0,0,7,7,87,Notre Dame,FBS Independents,fbs,21,7,3,3,8
401520281,2023,5,FALSE,TRUE,,3793,2294,Iowa,Big Ten,fbs,26,3,7,3,13,127,Michigan State,Big Ten,fbs,16,3,6,7,0
401520291,2023,5,FALSE,TRUE,,3853,2633,Tennessee,SEC,fbs,41,14,10,7,10,2579,South Carolina,SEC,fbs,20,10,0,7,3
401525853,2023,5,FALSE,TRUE,,3616,2628,TCU,Big 12,fbs,21,7,14,0,0,277,West Virginia,Big 12,fbs,24,7,7,7,3
401532589,2023,5,FALSE,TRUE,,3713,2005,Air Force,Mountain West,fbs,49,0,21,21,7,21,San Diego State,Mountain West,fbs,10,0,10,0,0
401525516,2023,5,FALSE,TRUE,,3799,259,Virginia Tech,ACC,fbs,38,7,14,14,3,221,Pittsburgh,ACC,fbs,21,7,0,14,0
401531882,2023,5,FALSE,TRUE,,3817,2433,Louisiana Monroe,Sun Belt,fbs,40,14,14,12,0,2026,Appalachian State,Sun Belt,fbs,41,14,14,7,6
401520285,2023,5,FALSE,TRUE,,3693,344,Mississippi State,SEC,fbs,17,0,10,7,0,333,Alabama,SEC,fbs,40,14,17,3,6
401524021,2023,5,FALSE,TRUE,,3619,12,Arizona,Pac-12,fbs,24,0,10,7,7,264,Washington,Pac-12,fbs,31,14,7,7,3
401532587,2023,5,FALSE,TRUE,,3660,278,Fresno State,Mountain West,fbs,27,7,7,6,7,2440,Nevada,Mountain West,fbs,9,0,0,0,9
401520294,2023,6,FALSE,TRUE,,3725,2393,Middle Tennessee,Conference USA,fbs,30,3,20,0,7,55,Jacksonville State,Conference USA,fbs,45,0,7,17,21
401520297,2023,6,FALSE,TRUE,,3601,166,New Mexico State,Conference USA,fbs,34,7,7,3,17,2229,Florida International,Conference USA,fbs,17,7,7,3,0
401520296,2023,6,FALSE,TRUE,,3992,2335,Liberty,Conference USA,fbs,21,7,14,0,0,2534,Sam Houston State,Conference USA,fbs,16,10,0,6,0
401520295,2023,6,FALSE,TRUE,,3776,2348,Louisiana Tech,Conference USA,fbs,28,7,0,14,7,98,Western Kentucky,Conference USA,fbs,35,21,14,0,0
401525857,2023,6,FALSE,TRUE,,3646,197,Oklahoma State,Big 12,fbs,29,10,10,6,3,2306,Kansas State,Big 12,fbs,21,0,7,8,6
401520301,2023,6,FALSE,TRUE,,3832,356,Illinois,Big Ten,fbs,7,0,7,0,0,158,Nebraska,Big Ten,fbs,20,3,14,3,0
401520304,2023,6,FALSE,FALSE,,3693,344,Mississippi State,SEC,fbs,41,10,7,14,10,2711,Western Michigan,Mid-American,fbs,28,0,7,14,7
401525861,2023,6,TRUE,TRUE,,499,251,Texas,Big 12,fbs,30,7,10,3,10,201,Oklahoma,Big 12,fbs,34,7,13,7,7
401520298,2023,6,FALSE,FALSE,,3841,349,Army,FBS Independents,fbs,24,0,3,14,7,103,Boston College,ACC,fbs,27,6,7,7,7
401520311,2023,6,FALSE,TRUE,,347,275,Wisconsin,Big Ten,fbs,24,3,14,0,7,164,Rutgers,Big Ten,fbs,13,0,0,6,7
401525522,2023,6,FALSE,FALSE,,3923,258,Virginia,ACC,fbs,27,3,17,0,7,2729,William & Mary,CAA,fcs,13,6,7,0,0
401526837,2023,6,FALSE,FALSE,,3985,113,UMass,FBS Independents,fbs,24,7,14,3,0,2649,Toledo,Mid-American,fbs,41,10,7,21,3
401520307,2023,6,FALSE,TRUE,,3861,194,Ohio State,Big Ten,fbs,37,0,10,10,17,120,Maryland,Big Ten,fbs,17,7,3,7,0
401520305,2023,6,FALSE,TRUE,,3838,142,Missouri,SEC,fbs,39,15,10,7,7,99,LSU,SEC,fbs,49,7,10,10,22
401532415,2023,6,FALSE,TRUE,,3965,2084,Buffalo,Mid-American,fbs,37,10,13,14,0,2117,Central Michigan,Mid-American,fbs,13,0,7,0,6
401531389,2023,6,FALSE,TRUE,,3806,218,Temple,American Athletic,fbs,34,14,7,0,13,2636,UT San Antonio,American Athletic,fbs,49,7,21,7,14
401525521,2023,6,FALSE,FALSE,,3670,152,NC State,ACC,fbs,48,7,14,14,13,276,Marshall,Sun Belt,fbs,41,14,10,10,7
401520306,2023,6,FALSE,FALSE,,3911,77,Northwestern,Big Ten,fbs,23,9,7,7,0,47,Howard,MEAC,fcs,20,0,0,7,13
401524028,2023,6,FALSE,TRUE,,1056,26,UCLA,Pac-12,fbs,25,0,9,3,13,265,Washington State,Pac-12,fbs,17,3,7,7,0
401532416,2023,6,FALSE,TRUE,,3996,193,Miami (OH),Mid-American,fbs,27,7,7,10,3,189,Bowling Green,Mid-American,fbs,0,0,0,0,0
401532418,2023,6,FALSE,TRUE,,3768,2006,Akron,Mid-American,fbs,14,7,0,7,0,2459,Northern Illinois,Mid-American,fbs,55,7,28,20,0
401520310,2023,6,FALSE,TRUE,,3795,245,Texas A&M,SEC,fbs,20,3,14,0,3,333,Alabama,SEC,fbs,26,3,7,14,2
401525517,2023,6,FALSE,TRUE,,3836,228,Clemson,ACC,fbs,17,0,7,3,7,154,Wake Forest,ACC,fbs,12,3,0,3,6
401532417,2023,6,FALSE,TRUE,,3876,195,Ohio,Mid-American,fbs,42,0,21,14,7,2309,Kent State,Mid-American,fbs,17,0,7,3,7
401532414,2023,6,FALSE,TRUE,,3912,2199,Eastern Michigan,Mid-American,fbs,24,3,14,7,0,2050,Ball State,Mid-American,fbs,10,3,7,0,0
401525518,2023,6,FALSE,TRUE,,3697,52,Florida State,ACC,fbs,39,22,0,10,7,259,Virginia Tech,ACC,fbs,17,0,10,7,0
401520302,2023,6,FALSE,TRUE,,3793,2294,Iowa,Big Ten,fbs,20,7,3,3,7,2509,Purdue,Big Ten,fbs,14,0,7,0,7
401531433,2023,6,FALSE,TRUE,,3852,2426,Navy,American Athletic,fbs,27,0,13,7,7,249,North Texas,American Athletic,fbs,24,3,7,0,14
401531884,2023,6,FALSE,TRUE,,3666,309,Louisiana,Sun Belt,fbs,34,7,7,7,13,326,Texas State,Sun Belt,fbs,30,10,10,3,7
401525520,2023,6,FALSE,TRUE,,3787,153,North Carolina,ACC,fbs,40,10,17,10,3,183,Syracuse,ACC,fbs,7,0,0,7,0
401525860,2023,6,FALSE,TRUE,,3833,2305,Kansas,Big 12,fbs,51,3,21,13,14,2116,UCF,Big 12,fbs,22,0,0,8,14
401531380,2023,6,FALSE,TRUE,,7221,5,UAB,American Athletic,fbs,56,21,14,14,7,58,South Florida,American Athletic,fbs,35,14,0,7,14
401531887,2023,6,FALSE,TRUE,,3975,2653,Troy,Sun Belt,fbs,37,7,13,3,14,2032,Arkansas State,Sun Belt,fbs,3,0,0,0,3
401520299,2023,6,FALSE,TRUE,,3634,57,Florida,SEC,fbs,38,7,14,7,10,238,Vanderbilt,SEC,fbs,14,7,0,7,0
401520309,2023,6,FALSE,FALSE,,3895,242,Rice,American Athletic,fbs,31,14,0,7,10,41,Connecticut,FBS Independents,fbs,38,0,20,8,10
401531340,2023,6,FALSE,TRUE,,3715,2226,Florida Atlantic,American Athletic,fbs,20,14,3,0,3,202,Tulsa,American Athletic,fbs,17,0,7,3,7
401524026,2023,6,FALSE,TRUE,,3947,9,Arizona State,Pac-12,fbs,24,7,10,0,7,38,Colorado,Pac-12,fbs,27,7,7,0,13
401531886,2023,6,FALSE,TRUE,,3815,2572,Southern Mississippi,Sun Belt,fbs,13,10,0,3,0,295,Old Dominion,Sun Belt,fbs,17,0,7,3,7
401520300,2023,6,FALSE,TRUE,,3917,61,Georgia,SEC,fbs,51,14,20,10,7,96,Kentucky,SEC,fbs,13,0,7,6,0
401531885,2023,6,FALSE,TRUE,,3817,2433,Louisiana Monroe,Sun Belt,fbs,7,0,7,0,0,6,South Alabama,Sun Belt,fbs,55,14,17,14,10
401520308,2023,6,FALSE,TRUE,,3974,145,Ole Miss,SEC,fbs,27,10,7,0,10,8,Arkansas,SEC,fbs,20,7,0,6,7
401520303,2023,6,FALSE,TRUE,,3953,135,Minnesota,Big Ten,fbs,10,3,7,0,0,130,Michigan,Big Ten,fbs,52,10,14,21,7
401525439,2023,6,FALSE,FALSE,,3873,97,Louisville,ACC,fbs,33,7,0,10,16,87,Notre Dame,FBS Independents,fbs,20,0,7,6,7
401532591,2023,6,FALSE,TRUE,,3984,2751,Wyoming,Mountain West,fbs,24,3,21,0,0,278,Fresno State,Mountain West,fbs,19,0,7,3,9
401532592,2023,6,FALSE,TRUE,,3653,68,Boise State,Mountain West,fbs,35,0,14,7,14,23,San José State,Mountain West,fbs,27,14,13,0,0
401532590,2023,6,FALSE,TRUE,,3905,328,Utah State,Mountain West,fbs,44,3,14,14,13,36,Colorado State,Mountain West,fbs,24,17,0,0,7
401525858,2023,6,FALSE,TRUE,,4727,239,Baylor,Big 12,fbs,14,0,3,0,11,2641,Texas Tech,Big 12,fbs,39,7,10,7,15
401525859,2023,6,FALSE,TRUE,,3772,66,Iowa State,Big 12,fbs,27,7,3,14,3,2628,TCU,Big 12,fbs,14,0,7,0,7
401525519,2023,6,FALSE,TRUE,,3948,2390,Miami,ACC,fbs,20,0,3,7,10,59,Georgia Tech,ACC,fbs,23,0,0,14,9
401524027,2023,6,FALSE,TRUE,,3831,25,California,Pac-12,fbs,40,0,17,15,8,204,Oregon State,Pac-12,fbs,52,7,14,14,17
401524025,2023,6,FALSE,TRUE,,477,30,USC,Pac-12,fbs,43,0,14,7,7,12,Arizona,Pac-12,fbs,41,10,7,3,8
401520313,2023,7,FALSE,TRUE,,3725,2393,Middle Tennessee,Conference USA,fbs,31,10,7,7,7,2348,Louisiana Tech,Conference USA,fbs,23,6,3,7,7
401531888,2023,7,FALSE,TRUE,,3792,2026,Appalachian State,Sun Belt,fbs,24,0,10,7,7,324,Coastal Carolina,Sun Belt,fbs,27,14,3,7,3
401520312,2023,7,FALSE,TRUE,,3662,55,Jacksonville State,Conference USA,fbs,13,7,3,3,0,2335,Liberty,Conference USA,fbs,31,0,10,7,14
401520314,2023,7,FALSE,TRUE,,218,2229,Florida International,Conference USA,fbs,14,0,7,7,0,2638,UTEP,Conference USA,fbs,27,21,3,0,3
401520315,2023,7,FALSE,TRUE,,3601,166,New Mexico State,Conference USA,fbs,27,14,13,0,0,2534,Sam Houston State,Conference USA,fbs,13,0,0,6,7
401525862,2023,7,FALSE,TRUE,,4728,248,Houston,Big 12,fbs,41,7,7,7,20,277,West Virginia,Big 12,fbs,39,10,0,7,22
401531415,2023,7,FALSE,TRUE,,3699,151,East Carolina,American Athletic,fbs,10,0,10,0,0,2567,SMU,American Athletic,fbs,31,14,0,0,17
401531371,2023,7,FALSE,TRUE,,3805,235,Memphis,American Athletic,fbs,21,0,14,7,0,2655,Tulane,American Athletic,fbs,31,7,3,7,14
401532594,2023,7,FALSE,TRUE,,3905,328,Utah State,Mountain West,fbs,32,7,7,3,15,278,Fresno State,Mountain West,fbs,37,7,7,14,9
401524029,2023,7,FALSE,TRUE,,3726,38,Colorado,Pac-12,fbs,43,14,15,0,7,24,Stanford,Pac-12,fbs,46,0,0,19,17
401520327,2023,7,FALSE,TRUE,,3973,238,Vanderbilt,SEC,fbs,20,7,0,0,13,61,Georgia,SEC,fbs,37,7,17,3,10
401520321,2023,7,FALSE,TRUE,,3558,130,Michigan,Big Ten,fbs,52,0,21,17,14,84,Indiana,Big Ten,fbs,7,7,0,0,0
401532422,2023,7,FALSE,TRUE,,3912,2199,Eastern Michigan,Mid-American,fbs,28,7,7,7,7,2309,Kent State,Mid-American,fbs,14,0,0,7,7
401531890,2023,7,FALSE,TRUE,,3651,256,James Madison,Sun Belt,fbs,41,14,6,21,0,290,Georgia Southern,Sun Belt,fbs,13,0,6,0,7
401520324,2023,7,FALSE,TRUE,,6577,164,Rutgers,Big Ten,fbs,27,3,3,0,21,127,Michigan State,Big Ten,fbs,24,7,10,7,0
401531390,2023,7,FALSE,TRUE,,3825,249,North Texas,American Athletic,fbs,45,14,10,7,14,218,Temple,American Athletic,fbs,14,7,7,0,0
401525863,2023,7,FALSE,TRUE,,3854,2132,Cincinnati,Big 12,fbs,10,7,0,3,0,66,Iowa State,Big 12,fbs,30,3,14,6,7
401520323,2023,7,FALSE,TRUE,,3907,2509,Purdue,Big Ten,fbs,7,0,0,0,7,194,Ohio State,Big Ten,fbs,41,13,7,14,7
401525524,2023,7,FALSE,TRUE,,3697,52,Florida State,ACC,fbs,41,7,10,7,17,183,Syracuse,ACC,fbs,3,0,3,0,0
401520316,2023,7,FALSE,TRUE,,3657,333,Alabama,SEC,fbs,24,7,14,3,0,8,Arkansas,SEC,fbs,21,6,0,7,8
401532419,2023,7,FALSE,TRUE,,3919,2050,Ball State,Mid-American,fbs,6,0,3,0,3,2649,Toledo,Mid-American,fbs,13,3,0,0,10
401531405,2023,7,FALSE,TRUE,,4418,2429,Charlotte,American Athletic,fbs,0,0,0,0,0,2426,Navy,American Athletic,fbs,14,0,0,7,7
401524033,2023,7,FALSE,TRUE,,587,254,Utah,Pac-12,fbs,34,0,14,10,10,25,California,Pac-12,fbs,14,7,0,7,0
401524034,2023,7,FALSE,TRUE,,3765,264,Washington,Pac-12,fbs,36,14,8,7,7,2483,Oregon,Pac-12,fbs,33,8,10,8,7
401520320,2023,7,FALSE,TRUE,,3665,120,Maryland,Big Ten,fbs,24,7,7,7,3,356,Illinois,Big Ten,fbs,27,7,7,10,3
401520325,2023,7,FALSE,TRUE,,3994,2579,South Carolina,SEC,fbs,39,14,7,3,15,57,Florida,SEC,fbs,41,10,14,3,14
401520326,2023,7,FALSE,TRUE,,3853,2633,Tennessee,SEC,fbs,20,7,0,7,6,245,Texas A&M,SEC,fbs,13,7,3,3,0
401525527,2023,7,FALSE,TRUE,,3799,259,Virginia Tech,ACC,fbs,30,0,17,3,10,154,Wake Forest,ACC,fbs,13,0,10,0,3
401525864,2023,7,FALSE,TRUE,,3646,197,Oklahoma State,Big 12,fbs,39,17,7,3,12,2305,Kansas,Big 12,fbs,32,7,18,7,0
401532421,2023,7,FALSE,TRUE,,3965,2084,Buffalo,Mid-American,fbs,14,7,0,7,0,189,Bowling Green,Mid-American,fbs,24,10,14,0,0
401525865,2023,7,FALSE,TRUE,,3616,2628,TCU,Big 12,fbs,44,14,17,10,3,252,BYU,Big 12,fbs,11,0,8,3,0
401531420,2023,7,FALSE,TRUE,,3886,58,South Florida,American Athletic,fbs,14,0,14,0,0,2226,Florida Atlantic,American Athletic,fbs,56,7,14,21,14
401532423,2023,7,FALSE,TRUE,,3980,2711,Western Michigan,Mid-American,fbs,21,3,7,3,8,193,Miami (OH),Mid-American,fbs,34,14,7,0,13
401520322,2023,7,FALSE,FALSE,,3632,213,Penn State,Big Ten,fbs,63,7,21,21,14,113,UMass,FBS Independents,fbs,0,0,0,0,0
401532420,2023,7,FALSE,TRUE,,3786,2117,Central Michigan,Mid-American,fbs,17,0,3,14,0,2006,Akron,Mid-American,fbs,10,3,0,0,7
401520317,2023,7,FALSE,FALSE,,3841,349,Army,FBS Independents,fbs,0,0,0,0,0,2653,Troy,Sun Belt,fbs,19,3,13,3,0
401532424,2023,7,FALSE,TRUE,,3764,2459,Northern Illinois,Mid-American,fbs,23,7,0,10,6,195,Ohio,Mid-American,fbs,13,3,10,0,0
401520328,2023,7,FALSE,TRUE,,347,275,Wisconsin,Big Ten,fbs,6,0,0,6,0,2294,Iowa,Big Ten,fbs,15,0,7,0,8
401532597,2023,7,FALSE,TRUE,,3816,2440,Nevada,Mountain West,fbs,27,7,0,7,13,2439,UNLV,Mountain West,fbs,45,14,14,10,7
401532596,2023,7,FALSE,TRUE,,3971,167,New Mexico,Mountain West,fbs,24,3,14,0,7,23,San José State,Mountain West,fbs,52,0,14,24,14
401525525,2023,7,FALSE,TRUE,,3752,221,Pittsburgh,ACC,fbs,38,7,7,17,7,97,Louisville,ACC,fbs,21,7,14,0,0
401532598,2023,7,FALSE,TRUE,,3713,2005,Air Force,Mountain West,fbs,34,7,10,7,10,2751,Wyoming,Mountain West,fbs,27,14,7,0,6
401524030,2023,7,FALSE,TRUE,,3820,265,Washington State,Pac-12,fbs,6,6,0,0,0,12,Arizona,Pac-12,fbs,44,10,10,10,14
401520319,2023,7,FALSE,TRUE,,3958,99,LSU,SEC,fbs,48,17,3,14,14,2,Auburn,SEC,fbs,18,0,7,3,8
401525866,2023,7,FALSE,TRUE,,3784,2641,Texas Tech,Big 12,fbs,21,0,14,7,0,2306,Kansas State,Big 12,fbs,38,10,7,14,7
401531891,2023,7,FALSE,TRUE,,3644,326,Texas State,Sun Belt,fbs,21,3,6,0,12,2433,Louisiana Monroe,Sun Belt,fbs,20,7,0,3,10
401531889,2023,7,FALSE,TRUE,,4246,2247,Georgia State,Sun Belt,fbs,41,14,13,0,14,276,Marshall,Sun Belt,fbs,24,7,10,7,0
401524031,2023,7,FALSE,FALSE,,3855,87,Notre Dame,FBS Independents,fbs,48,7,17,7,17,30,USC,Pac-12,fbs,20,3,3,7,7
401520318,2023,7,FALSE,TRUE,,3683,96,Kentucky,SEC,fbs,21,14,0,7,0,142,Missouri,SEC,fbs,38,0,17,3,18
401525526,2023,7,FALSE,TRUE,,3787,153,North Carolina,ACC,fbs,41,7,7,21,6,2390,Miami,ACC,fbs,31,0,17,0,14
401525523,2023,7,FALSE,TRUE,,3982,150,Duke,ACC,fbs,24,7,10,7,0,152,NC State,ACC,fbs,3,3,0,0,0
401524032,2023,7,FALSE,TRUE,,3893,204,Oregon State,Pac-12,fbs,36,13,10,13,0,26,UCLA,Pac-12,fbs,24,0,10,7,7
401531381,2023,7,FALSE,TRUE,,3604,2636,UT San Antonio,American Athletic,fbs,41,21,3,7,10,5,UAB,American Athletic,fbs,20,7,6,7,0
401532593,2023,7,FALSE,TRUE,,5388,36,Colorado State,Mountain West,fbs,31,0,0,10,21,68,Boise State,Mountain West,fbs,30,7,10,0,13
401532595,2023,7,FALSE,TRUE,,7220,62,Hawai'i,Mountain West,fbs,34,0,14,10,10,21,San Diego State,Mountain West,fbs,41,10,7,3,21
401520330,2023,8,FALSE,TRUE,,3992,2335,Liberty,Conference USA,fbs,42,14,7,14,7,2393,Middle Tennessee,Conference USA,fbs,35,14,7,14,0
401531892,2023,8,FALSE,TRUE,,6526,6,South Alabama,Sun Belt,fbs,55,14,17,17,7,2572,Southern Mississippi,Sun Belt,fbs,3,0,0,3,0
401520329,2023,8,FALSE,TRUE,,3662,55,Jacksonville State,Conference USA,fbs,20,0,10,0,10,98,Western Kentucky,Conference USA,fbs,17,10,7,0,0
401520331,2023,8,FALSE,TRUE,,3647,2534,Sam Houston State,Conference USA,fbs,27,0,10,0,10,2229,Florida International,Conference USA,fbs,33,3,7,7,3
401520332,2023,8,FALSE,TRUE,,3946,2638,UTEP,Conference USA,fbs,7,0,7,0,0,166,New Mexico State,Conference USA,fbs,28,7,0,14,7
401531893,2023,8,FALSE,TRUE,,3775,276,Marshall,Sun Belt,fbs,9,0,0,2,7,256,James Madison,Sun Belt,fbs,20,0,3,10,7
401531341,2023,8,FALSE,TRUE,,3674,202,Tulsa,American Athletic,fbs,10,0,10,0,0,242,Rice,American Athletic,fbs,42,14,7,14,7
401531391,2023,8,FALSE,TRUE,,3806,218,Temple,American Athletic,fbs,0,0,0,0,0,2567,SMU,American Athletic,fbs,55,14,10,17,14
401531382,2023,8,FALSE,TRUE,,7221,5,UAB,American Athletic,fbs,21,14,7,0,0,235,Memphis,American Athletic,fbs,45,7,14,17,7
401525871,2023,8,FALSE,TRUE,,3835,201,Oklahoma,Big 12,fbs,31,7,10,0,14,2116,UCF,Big 12,fbs,29,0,17,6,6
401525868,2023,8,FALSE,TRUE,,3854,2132,Cincinnati,Big 12,fbs,29,0,14,0,15,239,Baylor,Big 12,fbs,32,3,17,9,3
401520334,2023,8,FALSE,TRUE,,3887,8,Arkansas,SEC,fbs,3,3,0,0,0,344,Mississippi State,SEC,fbs,7,0,7,0,0
401525528,2023,8,FALSE,TRUE,,721,59,Georgia Tech,ACC,fbs,23,7,3,13,0,103,Boston College,ACC,fbs,38,10,7,0,21
401520343,2023,8,FALSE,TRUE,,3861,194,Ohio State,Big Ten,fbs,20,3,7,0,10,213,Penn State,Big Ten,fbs,12,3,3,0,6
401520337,2023,8,FALSE,TRUE,,3830,84,Indiana,Big Ten,fbs,14,7,7,0,0,164,Rutgers,Big Ten,fbs,31,7,10,7,7
401531434,2023,8,FALSE,FALSE,,3852,2426,Navy,American Athletic,fbs,6,0,0,0,6,2005,Air Force,Mountain West,fbs,17,0,7,3,7
401532428,2023,8,FALSE,TRUE,,3876,195,Ohio,Mid-American,fbs,20,3,3,7,7,2711,Western Michigan,Mid-American,fbs,17,0,0,10,7
401531894,2023,8,FALSE,TRUE,,3608,290,Georgia Southern,Sun Belt,fbs,38,7,24,0,7,2433,Louisiana Monroe,Sun Belt,fbs,28,7,7,3,11
401532429,2023,8,FALSE,TRUE,,3700,189,Bowling Green,Mid-American,fbs,41,3,10,21,7,2006,Akron,Mid-American,fbs,14,7,0,0,7
401531406,2023,8,FALSE,TRUE,,3699,151,East Carolina,American Athletic,fbs,7,0,0,0,7,2429,Charlotte,American Athletic,fbs,10,3,0,7,0
401520341,2023,8,FALSE,TRUE,,3838,142,Missouri,SEC,fbs,34,14,10,0,10,2579,South Carolina,SEC,fbs,12,0,3,6,3
401525532,2023,8,FALSE,TRUE,,3630,154,Wake Forest,ACC,fbs,21,0,7,0,14,221,Pittsburgh,ACC,fbs,17,7,0,0,10
401532426,2023,8,FALSE,TRUE,,3764,2459,Northern Illinois,Mid-American,fbs,20,7,3,0,10,2199,Eastern Michigan,Mid-American,fbs,13,7,3,3,0
401524035,2023,8,FALSE,TRUE,,3626,2483,Oregon,Pac-12,fbs,38,3,14,14,7,265,Washington State,Pac-12,fbs,24,3,10,3,8
401520342,2023,8,FALSE,TRUE,,3834,158,Nebraska,Big Ten,fbs,17,3,7,0,7,77,Northwestern,Big Ten,fbs,9,3,3,0,3
401531372,2023,8,FALSE,TRUE,,4729,2655,Tulane,American Athletic,fbs,35,7,14,7,7,249,North Texas,American Athletic,fbs,28,0,0,21,7
401525872,2023,8,FALSE,TRUE,,3842,277,West Virginia,Big 12,fbs,34,0,17,7,10,197,Oklahoma State,Big 12,fbs,48,10,3,7,28
401532425,2023,8,FALSE,TRUE,,3919,2050,Ball State,Mid-American,fbs,24,7,3,7,7,2117,Central Michigan,Mid-American,fbs,17,3,0,7,7
401520333,2023,8,FALSE,TRUE,,3657,333,Alabama,SEC,fbs,34,0,7,17,10,2633,Tennessee,SEC,fbs,20,13,7,0,0
401520336,2023,8,FALSE,TRUE,,3832,356,Illinois,Big Ten,fbs,21,7,7,7,0,275,Wisconsin,Big Ten,fbs,25,0,7,0,18
401520338,2023,8,FALSE,TRUE,,3793,2294,Iowa,Big Ten,fbs,10,3,7,0,0,135,Minnesota,Big Ten,fbs,12,3,0,6,3
401532430,2023,8,FALSE,TRUE,,3696,2309,Kent State,Mid-American,fbs,6,6,0,0,0,2084,Buffalo,Mid-American,fbs,24,7,7,3,7
401520344,2023,8,FALSE,FALSE,,3892,41,Connecticut,FBS Independents,fbs,21,0,14,0,7,58,South Florida,American Athletic,fbs,24,7,3,0,14
401532427,2023,8,FALSE,TRUE,,3996,193,Miami (OH),Mid-American,fbs,17,0,3,14,0,2649,Toledo,Mid-American,fbs,21,7,14,0,0
401525869,2023,8,FALSE,TRUE,,4728,248,Houston,Big 12,fbs,24,0,14,7,3,251,Texas,Big 12,fbs,31,14,7,3,7
401531397,2023,8,FALSE,TRUE,,3715,2226,Florida Atlantic,American Athletic,fbs,10,10,0,0,0,2636,UT San Antonio,American Athletic,fbs,36,7,13,9,7
401532600,2023,8,FALSE,TRUE,,3971,167,New Mexico,Mountain West,fbs,42,14,14,7,7,62,Hawai'i,Mountain West,fbs,21,7,7,0,7
401525531,2023,8,FALSE,TRUE,,3787,153,North Carolina,ACC,fbs,27,7,10,7,3,258,Virginia,ACC,fbs,31,14,0,10,7
401525867,2023,8,FALSE,TRUE,,3801,252,BYU,Big 12,fbs,27,14,10,3,0,2641,Texas Tech,Big 12,fbs,14,0,7,0,7
401525870,2023,8,FALSE,TRUE,,3636,2306,Kansas State,Big 12,fbs,41,21,6,7,7,2628,TCU,Big 12,fbs,3,3,0,0,0
401531895,2023,8,FALSE,TRUE,,3918,295,Old Dominion,Sun Belt,fbs,28,0,17,3,8,2026,Appalachian State,Sun Belt,fbs,21,7,7,7,0
401531896,2023,8,FALSE,TRUE,,3625,2032,Arkansas State,Sun Belt,fbs,17,0,3,7,7,324,Coastal Carolina,Sun Belt,fbs,27,3,14,0,10
401520335,2023,8,FALSE,TRUE,,3785,2,Auburn,SEC,fbs,21,7,7,0,7,145,Ole Miss,SEC,fbs,28,14,0,7,7
401532602,2023,8,FALSE,TRUE,,3935,23,San José State,Mountain West,fbs,42,14,0,14,14,328,Utah State,Mountain West,fbs,21,0,14,0,7
401532599,2023,8,FALSE,TRUE,,6501,2439,UNLV,Mountain West,fbs,25,0,3,13,9,36,Colorado State,Mountain West,fbs,23,0,13,0,10
401525530,2023,8,FALSE,TRUE,,3697,52,Florida State,ACC,fbs,38,7,10,0,21,150,Duke,ACC,fbs,20,10,10,0,0
401520340,2023,8,FALSE,TRUE,,3936,127,Michigan State,Big Ten,fbs,0,0,0,0,0,130,Michigan,Big Ten,fbs,49,14,14,14,7
401520339,2023,8,FALSE,FALSE,,3958,99,LSU,SEC,fbs,62,14,24,10,14,349,Army,FBS Independents,fbs,0,0,0,0,0
401531897,2023,8,FALSE,TRUE,,3666,309,Louisiana,Sun Belt,fbs,17,0,7,10,0,2247,Georgia State,Sun Belt,fbs,20,0,20,0,0
